0,0
0.0174533,0.0174497
0.0349066,0.0348782
0.0523599,0.0522642
0.0698132,0.0695866
0.0872665,0.0868241
0.10472,0.103956
0.122173,0.120961
0.139626,0.137819
0.15708,0.154508
0.174533,0.17101
0.191986,0.187303
0.20944,0.203368
0.226893,0.219186
0.244346,0.234736
0.261799,0.25
0.279253,0.26496
0.296706,0.279596
0.314159,0.293893
0.331613,0.307831
0.349066,0.321394
0.366519,0.334565
0.383972,0.347329
0.401426,0.35967
0.418879,0.371572
0.436332,0.383022
0.453786,0.394005
0.471239,0.404508
0.488692,0.414519
0.506145,0.424024
0.523599,0.433013
0.541052,0.441474
0.558505,0.449397
0.575959,0.456773
0.593412,0.463592
0.610865,0.469846
0.628319,0.475528
0.645772,0.480631
0.663225,0.485148
0.680678,0.489074
0.698132,0.492404
0.715585,0.495134
0.733038,0.497261
0.750492,0.498782
0.767945,0.499695
0.785398,0.5
0.802851,0.499695
0.820305,0.498782
0.837758,0.497261
0.855211,0.495134
0.872665,0.492404
0.890118,0.489074
0.907571,0.485148
0.925025,0.480631
0.942478,0.475528
0.959931,0.469846
0.977384,0.463592
0.994838,0.456773
1.01229,0.449397
1.02974,0.441474
1.0472,0.433013
1.06465,0.424024
1.0821,0.414519
1.09956,0.404508
1.11701,0.394005
1.13446,0.383022
1.15192,0.371572
1.16937,0.35967
1.18682,0.347329
1.20428,0.334565
1.22173,0.321394
1.23918,0.307831
1.25664,0.293893
1.27409,0.279596
1.29154,0.26496
1.309,0.25
1.32645,0.234736
1.3439,0.219186
1.36136,0.203368
1.37881,0.187303
1.39626,0.17101
1.41372,0.154508
1.43117,0.137819
1.44862,0.120961
1.46608,0.103956
1.48353,0.0868241
1.50098,0.0695866
1.51844,0.0522642
1.53589,0.0348782
1.55334,0.0174497
1.5708,6.12323e-17
1.58825,-0.0174497
1.6057,-0.0348782
1.62316,-0.0522642
1.64061,-0.0695866
1.65806,-0.0868241
1.67552,-0.103956
1.69297,-0.120961
1.71042,-0.137819
1.72788,-0.154508
1.74533,-0.17101
1.76278,-0.187303
1.78024,-0.203368
1.79769,-0.219186
1.81514,-0.234736
1.8326,-0.25
1.85005,-0.26496
1.8675,-0.279596
1.88496,-0.293893
1.90241,-0.307831
1.91986,-0.321394
1.93732,-0.334565
1.95477,-0.347329
1.97222,-0.35967
1.98968,-0.371572
2.00713,-0.383022
2.02458,-0.394005
2.04204,-0.404508
2.05949,-0.414519
2.07694,-0.424024
2.0944,-0.433013
2.11185,-0.441474
2.1293,-0.449397
2.14675,-0.456773
2.16421,-0.463592
2.18166,-0.469846
2.19911,-0.475528
2.21657,-0.480631
2.23402,-0.485148
2.25147,-0.489074
2.26893,-0.492404
2.28638,-0.495134
2.30383,-0.497261
2.32129,-0.498782
2.33874,-0.499695
2.35619,-0.5
2.37365,-0.499695
2.3911,-0.498782
2.40855,-0.497261
2.42601,-0.495134
2.44346,-0.492404
2.46091,-0.489074
2.47837,-0.485148
2.49582,-0.480631
2.51327,-0.475528
2.53073,-0.469846
2.54818,-0.463592
2.56563,-0.456773
2.58309,-0.449397
2.60054,-0.441474
2.61799,-0.433013
2.63545,-0.424024
2.6529,-0.414519
2.67035,-0.404508
2.68781,-0.394005
2.70526,-0.383022
2.72271,-0.371572
2.74017,-0.35967
2.75762,-0.347329
2.77507,-0.334565
2.79253,-0.321394
2.80998,-0.307831
2.82743,-0.293893
2.84489,-0.279596
2.86234,-0.26496
2.87979,-0.25
2.89725,-0.234736
2.9147,-0.219186
2.93215,-0.203368
2.94961,-0.187303
2.96706,-0.17101
2.98451,-0.154508
3.00197,-0.137819
3.01942,-0.120961
3.03687,-0.103956
3.05433,-0.0868241
3.07178,-0.0695866
3.08923,-0.0522642
3.10669,-0.0348782
3.12414,-0.0174497
3.14159,-1.22465e-16
3.15905,0.0174497
3.1765,0.0348782
3.19395,0.0522642
3.21141,0.0695866
